Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2021 JIF,JIF Quartile,2021 JCI,% of OA Gold
Journal of Artificial Intelligence and Soft Computing Research,J ARTIF INTELL SOFT,2083-2567,2449-6499,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",325,2.675,Q3,0.58,98.46%
Frontiers of Computer Science,FRONT COMPUT SCI-CHI,2095-2228,2095-2236,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,525",2.669,Q3,0.72,0.39%
JOURNAL OF DATABASE MANAGEMENT,J DATABASE MANAGE,1063-8016,1533-8010,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE",350,2.656,Q3,0.48,0%
International Journal of Computers Communications & Control,INT J COMPUT COMMUN,1841-9836,1841-9844,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,297",2.635,Q3,0.66,92%
MATCH-COMMUNICATIONS IN MATHEMATICAL AND IN COMPUTER CHEMISTRY,MATCH-COMMUN MATH CO,0340-6253,N/A,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","2,979",2.633,Q3,0.59,0%
IBM JOURNAL OF RESEARCH AND DEVELOPMENT,IBM J RES DEV,0018-8646,2151-8556,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","3,625",2.605,Q3,0.63,0%
MULTIMEDIA SYSTEMS,MULTIMEDIA SYST,0942-4962,1432-1882,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,185",2.603,Q3,0.64,2.13%
IT Professional,IT PROF,1520-9202,1941-045X,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,380",2.59,Q3,0.58,0%
MULTIMEDIA TOOLS AND APPLICATIONS,MULTIMED TOOLS APPL,1380-7501,1573-7721,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","20,522",2.577,Q3,0.76,3.95%
APPLIED ANIMAL BEHAVIOUR SCIENCE,APPL ANIM BEHAV SCI,0168-1591,1872-9045,BEHAVIORAL SCIENCES - SCIE,"13,225",2.569,Q3,1.08,15.01%
NEURAL PROCESSING LETTERS,NEURAL PROCESS LETT,1370-4621,1573-773X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","4,028",2.565,Q3,0.51,2.68%
IEEE TRANSACTIONS ON COMPUTER-AIDED DESIGN OF INTEGRATED CIRCUITS AND SYSTEMS,IEEE T COMPUT AID D,0278-0070,1937-4151,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","7,188",2.565,Q3,0.69,6.68%
ACM Transactions on Sensor Networks,ACM T SENSOR NETWORK,1550-4859,1550-4867,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,400",2.56,Q3,0.7,0%
International Journal of Multimedia Information Retrieval,INT J MULTIMED INF R,2192-6611,2192-662X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",398,2.553,Q3,0.79,14.04%
Journal of Simulation,J SIMUL,1747-7778,1747-7786,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE",757,2.543,Q3,0.53,8.33%
KNOWLEDGE AND INFORMATION SYSTEMS,KNOWL INF SYST,0219-1377,0219-3116,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE; COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","4,789",2.531,Q3,0.62,8.63%
Frontiers of Information Technology & Electronic Engineering,FRONT INFORM TECH EL,2095-9184,2095-9230,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,722",2.526,Q3,0.57,0.52%
AI MAGAZINE,AI MAG,0738-4602,2371-9621,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","2,474",2.524,Q3,0.31,0%
Genetic Programming and Evolvable Machines,GENET PROGRAM EVOL M,1389-2576,1573-7632,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",515,2.522,Q3,0.53,27.54%
JOURNAL OF INTELLIGENT INFORMATION SYSTEMS,J INTELL INF SYST,0925-9902,1573-7675,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE; COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,373",2.504,Q3,0.56,17.88%
JOURNAL OF CHEMOMETRICS,J CHEMOMETR,0886-9383,1099-128X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","4,544",2.5,Q3,0.66,12.77%
AUTONOMOUS AGENTS AND MULTI-AGENT SYSTEMS,AUTON AGENT MULTI-AG,1387-2532,1573-7454,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,157",2.475,Q3,0.39,29.03%
JOURNAL OF INFORMATION SCIENCE,J INF SCI,0165-5515,1741-6485,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","2,900",2.462,Q3,0.81,6.48%
International Journal of Information Security,INT J INF SECUR,1615-5262,1615-5270,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,028",2.427,Q3,0.66,17.86%
PeerJ Computer Science,PEERJ COMPUT SCI,N/A,2376-5992,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE; COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,951",2.411,Q3,0.55,98.74%
JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY,J COMP PHYSIOL A,0340-7594,1432-1351,BEHAVIORAL SCIENCES - SCIE,"5,751",2.389,Q3,0.67,28.16%
Evolving Systems,EVOL SYST-GER,1868-6478,1868-6486,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",683,2.347,Q3,0.5,3.13%
JOURNAL OF COMPARATIVE PSYCHOLOGY,J COMP PSYCHOL,0735-7036,1939-2087,BEHAVIORAL SCIENCES - SCIE,"3,243",2.318,Q3,0.86,0%
PATTERN ANALYSIS AND APPLICATIONS,PATTERN ANAL APPL,1433-7541,1433-755X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","2,099",2.307,Q3,0.5,6.94%
Cluster Computing-The Journal of Networks Software Tools and Applications,CLUSTER COMPUT,1386-7857,1573-7543,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","6,221",2.303,Q3,0.69,1.86%
JOURNAL OF COMPUTING AND INFORMATION SCIENCE IN ENGINEERING,J COMPUT INF SCI ENG,1530-9827,1944-7078,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","1,148",2.3,Q3,0.42,0%
Traitement du Signal,TRAIT SIGNAL,0765-0019,1958-5608,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",564,2.299,Q3,0.46,1.02%
JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL INTELLIGENCE,J EXP THEOR ARTIF IN,0952-813X,1362-3079,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,240",2.296,Q3,0.38,0.94%
Journal of Real-Time Image Processing,J REAL-TIME IMAGE PR,1861-8200,1861-8219,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,643",2.293,Q3,0.57,7.43%
BEHAVIOURAL PHARMACOLOGY,BEHAV PHARMACOL,0955-8810,1473-5849,BEHAVIORAL SCIENCES - SCIE,"3,176",2.277,Q4,0.55,2.37%
REQUIREMENTS ENGINEERING,REQUIR ENG,0947-3602,1432-010X,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE",829,2.275,Q3,0.81,26.03%
JOURNAL OF THE ACM,J ACM,0004-5411,1557-735X,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","7,894",2.269,Q3,0.71,0%
International Journal of Computational Intelligence Systems,INT J COMPUT INT SYS,1875-6891,1875-6883,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE; COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","2,213",2.259,Q3,0.43,88.68%
JOURNAL OF HEURISTICS,J HEURISTICS,1381-1231,1572-9397,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,519",2.247,Q3,0.59,12.62%
JOURNAL OF ORGANIZATIONAL COMPUTING AND ELECTRONIC COMMERCE,J ORG COMP ELECT COM,1091-9392,1532-7744,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE; COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE",654,2.237,Q3,0.56,4.08%
JOURNAL OF THE EXPERIMENTAL ANALYSIS OF BEHAVIOR,J EXP ANAL BEHAV,0022-5002,1938-3711,BEHAVIORAL SCIENCES - SCIE,"3,700",2.215,Q4,0.62,3.78%
Journal of Network and Systems Management,J NETW SYST MANAG,1064-7570,1573-7705,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE",674,2.198,Q3,0.59,9.52%
JOURNAL OF MOLECULAR MODELING,J MOL MODEL,1610-2940,0948-5023,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","7,926",2.172,Q3,0.39,5.05%
Journal of Veterinary Behavior-Clinical Applications and Research,J VET BEHAV,1558-7878,1878-7517,BEHAVIORAL SCIENCES - SCIE,"2,241",2.172,Q4,0.98,5.98%
International Journal of Applied Mathematics and Computer Science,INT J AP MAT COM-POL,1641-876X,2083-8492,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,365",2.157,Q3,0.53,35.76%
BEHAVIORAL NEUROSCIENCE,BEHAV NEUROSCI,0735-7044,1939-0084,BEHAVIORAL SCIENCES - SCIE,"6,781",2.154,Q4,0.59,0.53%
COMPUTING IN SCIENCE & ENGINEERING,COMPUT SCI ENG,1521-9615,1558-366X,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","7,394",2.152,Q3,0.39,2.94%
CIN-COMPUTERS INFORMATICS NURSING,CIN-COMPUT INFORM NU,1538-2931,1538-9774,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","1,586",2.146,Q3,0.62,4.58%
WIRELESS COMMUNICATIONS & MOBILE COMPUTING,WIREL COMMUN MOB COM,1530-8669,1530-8677,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","5,358",2.146,Q3,0.41,98.88%
COMPUTATIONAL INTELLIGENCE,COMPUT INTELL-US,0824-7935,1467-8640,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,419",2.142,Q3,0.37,3.25%
CONCURRENT ENGINEERING-RESEARCH AND APPLICATIONS,CONCURRENT ENG-RES A,1063-293X,1531-2003,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE",611,2.118,Q3,0.32,4.44%
COMPUTER APPLICATIONS IN ENGINEERING EDUCATION,COMPUT APPL ENG EDUC,1061-3773,1099-0542,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","1,621",2.109,Q4,0.63,4.47%
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-ANIMAL LEARNING AND COGNITION,J EXP PSYCHOL-ANIM L,2329-8456,2329-8464,BEHAVIORAL SCIENCES - SCIE,"2,232",2.088,Q4,0.78,3.74%
Entertainment Computing,ENTERTAIN COMPUT,1875-9521,1875-953X,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE",668,2.072,Q4,0.46,13.79%
ACM Journal on Computing and Cultural Heritage,ACM J COMPUT CULT HE,1556-4673,1556-4711,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE",563,2.047,Q4,4.03,0%
COMPUTATIONAL STATISTICS & DATA ANALYSIS,COMPUT STAT DATA AN,0167-9473,1872-7352,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","11,584",2.035,Q4,0.67,6.12%
Information Retrieval Journal,INFORM RETRIEVAL J,1386-4564,1573-7659,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,115",2.024,Q3,0.62,16.07%
KNOWLEDGE ENGINEERING REVIEW,KNOWL ENG REV,0269-8889,1469-8005,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,145",2.016,Q3,0.13,6.67%
INTERNATIONAL JOURNAL OF RF AND MICROWAVE COMPUTER-AIDED ENGINEERING,INT J RF MICROW C E,1096-4290,1099-047X,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","3,507",1.987,Q4,0.38,0.67%
JOURNAL OF VISUALIZATION,J VISUAL-JAPAN,1343-8875,1875-8975,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","1,421",1.974,Q4,0.31,8.22%
Security and Communication Networks,SECUR COMMUN NETW,1939-0114,1939-0122,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","3,840",1.968,Q3,0.43,98.61%
SIAM Journal on Imaging Sciences,SIAM J IMAGING SCI,1936-4954,N/A,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","4,235",1.938,Q3,0.81,2.87%
International Journal of Distributed Sensor Networks,INT J DISTRIB SENS N,1550-1477,1550-1477,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","4,306",1.938,Q4,0.41,96.69%
ACM SIGCOMM Computer Communication Review,ACM SIGCOMM COMP COM,0146-4833,1943-5819,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","7,821",1.937,Q4,0.41,0%
Aslib Journal of Information Management,ASLIB J INFORM MANAG,2050-3806,1758-3748,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE",779,1.935,Q4,0.58,1.82%
LEARNING & BEHAVIOR,LEARN BEHAV,1543-4494,1543-4508,BEHAVIORAL SCIENCES - SCIE,"1,042",1.926,Q4,0.56,21.15%
BRAIN BEHAVIOR AND EVOLUTION,BRAIN BEHAV EVOLUT,0006-8977,1421-9743,BEHAVIORAL SCIENCES - SCIE,"2,528",1.919,Q4,0.64,16.39%
International Journal of Network Management,INT J NETW MANAG,1055-7148,1099-1190,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE",411,1.914,Q4,0.44,7.50%
Computational and Mathematical Organization Theory,COMPUT MATH ORGAN TH,1381-298X,1572-9346,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE",582,1.902,Q4,0.53,11.11%
ACM Transactions on Interactive Intelligent Systems,ACM T INTERACT INTEL,2160-6455,2160-6463,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,014",1.887,Q3,0.42,0%
ADAPTIVE BEHAVIOR,ADAPT BEHAV,1059-7123,1741-2633,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",853,1.867,Q4,0.63,17.12%
Mobile Information Systems,MOB INF SYST,1574-017X,1875-905X,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,592",1.863,Q4,0.42,99%
ETHOLOGY,ETHOLOGY,0179-1613,1439-0310,BEHAVIORAL SCIENCES - SCIE,"5,236",1.857,Q4,0.65,16.86%
INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN FLUIDS,INT J NUMER METH FL,0271-2091,1097-0363,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","8,210",1.847,Q4,0.53,13.41%
Natural Language Engineering,NAT LANG ENG,1351-3249,1469-8110,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",864,1.841,Q4,1.11,28%
Language Resources and Evaluation,LANG RESOUR EVAL,1574-020X,1574-0218,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE",987,1.835,Q4,0.39,39.10%
Optical Switching and Networking,OPT SWITCH NETW,1573-4277,1872-9770,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE",561,1.828,Q4,0.75,10.43%
Journal of Signal Processing Systems for Signal Image and Video Technology,J SIGNAL PROCESS SYS,1939-8018,1939-8115,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,246",1.813,Q4,0.42,13.31%
Forensic Science International-Digital Investigation,FORENS SCI INT-DIGIT,N/A,2666-2817,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE; COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE",168,1.805,Q4,0.42,51.45%
METHODS OF INFORMATION IN MEDICINE,METHOD INFORM MED,0026-1270,2511-705X,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,688",1.8,Q4,0.55,35.16%
IET Image Processing,IET IMAGE PROCESS,1751-9659,1751-9667,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","3,675",1.773,Q4,0.41,32.56%
PHOTONIC NETWORK COMMUNICATIONS,PHOTONIC NETW COMMUN,1387-974X,1572-8188,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE",791,1.768,Q4,0.52,1.25%
COMPUTER JOURNAL,COMPUT J,0010-4620,1460-2067,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","4,631",1.762,Q4,0.42,2.27%
JOURNAL OF INTELLIGENT & FUZZY SYSTEMS,J INTELL FUZZY SYST,1064-1246,1875-8967,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","10,814",1.737,Q4,0.33,0.22%
BEHAVIOURAL PROCESSES,BEHAV PROCESS,0376-6357,1872-8308,BEHAVIORAL SCIENCES - SCIE,"5,969",1.729,Q4,0.69,6.19%
ARTIFICIAL LIFE,ARTIF LIFE,1064-5462,1530-9185,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",782,1.717,Q4,0.39,16.67%
Data Technologies and Applications,DATA TECHNOL APPL,2514-9288,2514-9318,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE",192,1.713,Q4,0.44,0.79%
SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL,SIMUL-T SOC MOD SIM,0037-5497,1741-3133,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","1,947",1.699,Q4,0.41,4.39%
Journal on Multimodal User Interfaces,J MULTIMODAL USER IN,1783-7677,1783-8738,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",535,1.694,Q4,0.32,25.25%
INFORMATION TECHNOLOGY AND LIBRARIES,INFORM TECHNOL LIBR,0730-9295,2163-5226,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE",328,1.685,Q4,0.32,97.56%
ENGINEERING COMPUTATIONS,ENG COMPUTATION,0264-4401,1758-7077,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","2,958",1.675,Q4,0.47,1.08%
R Journal,R J,2073-4859,N/A,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","5,066",1.673,Q4,0.96,13.76%
BEHAVIOUR,BEHAVIOUR,0005-7959,1568-539X,BEHAVIORAL SCIENCES - SCIE,"5,926",1.672,Q4,0.62,16.86%
COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,COMPUT METHOD BIOMEC,1025-5842,1476-8259,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","3,880",1.669,Q4,0.33,22.96%
Current Computer-Aided Drug Design,CURR COMPUT-AID DRUG,1573-4099,1875-6697,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE",882,1.639,Q4,0.4,0%
AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,AI EDAM,0890-0604,1469-1760,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE; COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",826,1.634,Q4,0.35,13.40%
ACM TRANSACTIONS ON DATABASE SYSTEMS,ACM T DATABASE SYST,0362-5915,1557-4644,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,570",1.629,Q4,0.49,0%
JOURNAL OF MATHEMATICAL IMAGING AND VISION,J MATH IMAGING VIS,0924-9907,1573-7683,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","2,303",1.627,Q4,0.6,17.37%
IEEE PERVASIVE COMPUTING,IEEE PERVAS COMPUT,1536-1268,1558-2590,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","2,088",1.603,Q4,0.7,1.02%
Cognitive and Behavioral Neurology,COGN BEHAV NEUROL,1543-3633,1543-3641,BEHAVIORAL SCIENCES - SCIE,961,1.59,Q4,0.34,3.26%
JOURNAL OF COMPUTATIONAL BIOLOGY,J COMPUT BIOL,1066-5277,1557-8666,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","6,181",1.549,Q4,0.42,9.69%
Natural Computing,NAT COMPUT,1567-7818,1572-9796,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,181",1.504,Q4,0.42,15.30%
DATA & KNOWLEDGE ENGINEERING,DATA KNOWL ENG,0169-023X,1872-6933,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE; COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,713",1.5,Q4,0.4,8.77%
NETWORK-COMPUTATION IN NEURAL SYSTEMS,NETWORK-COMP NEURAL,0954-898X,1361-6536,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",804,1.5,Q4,0.27,7.69%
IET Computer Vision,IET COMPUT VIS,1751-9632,1751-9640,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,196",1.484,Q4,0.39,33.78%
International Journal on Semantic Web and Information Systems,INT J SEMANT WEB INF,1552-6283,1552-6291,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE; COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",357,1.478,Q4,0.27,0%
ACM Transactions on Asian and Low-Resource Language Information Processing,ACM T ASIAN LOW-RESO,2375-4699,2375-4702,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",413,1.471,Q4,0.28,0.83%
SIGMOD RECORD,SIGMOD REC,0163-5808,1943-5835,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","2,409",1.432,Q4,0.35,0%
QUEUEING SYSTEMS,QUEUEING SYST,0257-0130,1572-9443,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","1,450",1.402,Q4,0.29,26.09%
Applied Ontology,APPL ONTOL,1570-5838,1875-8533,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE; COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE",300,1.367,Q4,0.32,6.38%
INTERNATIONAL JOURNAL OF MODERN PHYSICS C,INT J MOD PHYS C,0129-1831,1793-6586,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","2,558",1.353,Q4,0.39,0.63%
Intelligent Data Analysis,INTELL DATA ANAL,1088-467X,1571-4128,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,544",1.321,Q4,0.2,2.04%
Neural Network World,NEURAL NETW WORLD,1210-0552,N/A,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",383,1.304,Q4,0.22,0%
IET Information Security,IET INFORM SECUR,1751-8709,1751-8717,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE",725,1.3,Q4,0.37,26.11%
ACTA ETHOLOGICA,ACTA ETHOL,0873-9749,1437-9546,BEHAVIORAL SCIENCES - SCIE,618,1.298,Q4,0.49,14.67%
MATHEMATICAL AND COMPUTER MODELLING OF DYNAMICAL SYSTEMS,MATH COMP MODEL DYN,1387-3954,1744-5051,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE",531,1.286,Q4,0.41,39.73%
New Review of Hypermedia and Multimedia,NEW REV HYPERMEDIA M,1361-4568,1740-7842,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE",195,1.278,Q4,0.27,9.38%
International Journal of Sensor Networks,INT J SENS NETW,1748-1279,1748-1287,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE",542,1.264,Q4,0.34,0.47%
JOURNAL OF COMBINATORIAL OPTIMIZATION,J COMB OPTIM,1382-6905,1573-2886,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","1,878",1.262,Q4,0.38,7.20%
INTERNATIONAL JOURNAL OF PATTERN RECOGNITION AND ARTIFICIAL INTELLIGENCE,INT J PATTERN RECOGN,0218-0014,1793-6381,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","2,331",1.261,Q4,0.27,1.94%
Statistical Analysis and Data Mining,STAT ANAL DATA MIN,1932-1864,1932-1872,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE; COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",719,1.247,Q4,0.34,12%
IEEE Transactions on Games,IEEE T GAMES,2475-1502,2475-1510,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",191,1.237,Q4,0.52,1.77%
JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION,J STAT COMPUT SIM,0094-9655,1563-5163,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","4,237",1.225,Q4,0.41,2.58%
JOURNAL OF ETHOLOGY,J ETHOL,0289-0771,1439-5444,BEHAVIORAL SCIENCES - SCIE,"1,131",1.202,Q4,0.57,14.89%
Computer Science and Information Systems,COMPUT SCI INF SYST,1820-0214,1820-0214,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE",455,1.17,Q4,0.34,100%
JOURNAL OF AUTOMATED REASONING,J AUTOM REASONING,0168-7433,1573-0670,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",935,1.15,Q4,0.31,35.33%
JOURNAL OF INFORMATION SCIENCE AND ENGINEERING,J INF SCI ENG,1016-2364,N/A,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE",787,1.142,Q4,0.21,0%
Journal of Internet Technology,J INTERNET TECHNOL,1607-9264,2079-4029,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE",829,1.14,Q4,0.34,0%
ETHOLOGY ECOLOGY & EVOLUTION,ETHOL ECOL EVOL,0394-9370,1828-7131,BEHAVIORAL SCIENCES - SCIE,"1,220",1.14,Q4,0.52,3.29%
JOURNAL OF NEW MUSIC RESEARCH,J NEW MUSIC RES,0929-8215,1744-5027,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE",576,1.113,Q4,1.39,23.60%
International Journal on Artificial Intelligence Tools,INT J ARTIF INTELL T,0218-2130,1793-6349,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE; COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",773,1.059,Q4,0.21,0%
INFOR,INFOR,0315-5986,1916-0615,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE",667,1.047,Q4,0.33,2.41%
AI COMMUNICATIONS,AI COMMUN,0921-7126,1875-8452,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",553,1.029,Q4,0.17,0%
INTERNATIONAL JOURNAL OF UNCERTAINTY FUZZINESS AND KNOWLEDGE-BASED SYSTEMS,INT J UNCERTAIN FUZZ,0218-4885,1793-6411,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","2,001",1.027,Q4,0.25,1.14%
