Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
International Journal of Interactive Multimedia and Artificial Intelligence,INT J INTERACT MULTI,1989-1660,1989-1660,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,208",3.6,Q3,0.75,100%
Data-Centric Engineering,DATA-CENTRIC ENG,N/A,2632-6736,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI",158,3.6,N/A,0.6,100%
IEEE Transactions on Human-Machine Systems,IEEE T HUM-MACH SYST,2168-2291,2168-2305,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","2,776",3.6,Q3,0.54,14.75%
Progress of Theoretical and Experimental Physics,PROG THEOR EXP PHYS,2050-3911,N/A,"PHYSICS, MULTIDISCIPLINARY - SCIE","5,323",3.5,Q2,1.03,92.60%
CLASSICAL AND QUANTUM GRAVITY,CLASSICAL QUANT GRAV,0264-9381,1361-6382,"PHYSICS, MULTIDISCIPLINARY - SCIE","25,150",3.5,Q2,0.92,17.50%
Royal Society Open Science,ROY SOC OPEN SCI,2054-5703,2054-5703,MULTIDISCIPLINARY SCIENCES - SCIE,"16,105",3.5,Q2,0.86,93.99%
CHINESE PHYSICS LETTERS,CHINESE PHYS LETT,0256-307X,1741-3540,"PHYSICS, MULTIDISCIPLINARY - SCIE","7,211",3.5,Q2,0.78,0%
PROCEEDINGS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,P ROY SOC A-MATH PHY,1364-5021,1471-2946,MULTIDISCIPLINARY SCIENCES - SCIE,"24,207",3.5,Q2,0.75,27.33%
AUTONOMOUS ROBOTS,AUTON ROBOT,0929-5593,1573-7527,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","5,011",3.5,Q3,0.72,24.06%
International Journal of Bio-Inspired Computation,INT J BIO-INSPIR COM,1758-0366,1758-0374,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,312",3.5,Q3,0.65,0%
PHYSICS TODAY,PHYS TODAY,0031-9228,1945-0699,"PHYSICS, MULTIDISCIPLINARY - SCIE","5,531",3.5,Q2,0.55,9.48%
JOURNAL OF INVERTEBRATE PATHOLOGY,J INVERTEBR PATHOL,0022-2011,1096-0805,ZOOLOGY - SCIE,"8,134",3.4,Q1,1.86,11.23%
European Physical Journal Plus,EUR PHYS J PLUS,2190-5444,2190-5444,"PHYSICS, MULTIDISCIPLINARY - SCIE","15,465",3.4,Q2,0.89,9.25%
Soft Matter,SOFT MATTER,1744-683X,1744-6848,"PHYSICS, MULTIDISCIPLINARY - SCIE","42,366",3.4,Q2,0.68,20.46%
JOURNAL OF INTELLIGENT INFORMATION SYSTEMS,J INTELL INF SYST,0925-9902,1573-7675,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,577",3.4,Q3,0.54,20.19%
ACM Transactions on Interactive Intelligent Systems,ACM T INTERACT INTEL,2160-6455,2160-6463,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,239",3.4,Q3,0.48,0%
Integrative Zoology,INTEGR ZOOL,1749-4877,1749-4869,ZOOLOGY - SCIE,"1,835",3.3,Q1,1.44,16.02%
Journal of Taibah University for Science,J TAIBAH UNIV SCI,1658-3655,1658-3655,MULTIDISCIPLINARY SCIENCES - SCIE,"2,873",3.3,Q2,1.03,98.55%
PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,PHYSICA A,0378-4371,1873-2119,"PHYSICS, MULTIDISCIPLINARY - SCIE","38,206",3.3,Q2,0.89,3.02%
NEW JOURNAL OF PHYSICS,NEW J PHYS,1367-2630,1367-2630,"PHYSICS, MULTIDISCIPLINARY - SCIE","34,127",3.3,Q2,0.87,98.85%
Big Data Research,BIG DATA RES,2214-5796,2214-5796,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",984,3.3,Q3,0.76,11.81%
JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS,J INTELL ROBOT SYST,0921-0296,1573-0409,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","6,356",3.3,Q3,0.7,14.19%
EXPERT SYSTEMS,EXPERT SYST,0266-4720,1468-0394,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","2,894",3.3,Q3,0.66,5.66%
Advanced Theory and Simulations,ADV THEOR SIMUL,N/A,2513-0390,MULTIDISCIPLINARY SCIENCES - SCIE,"2,367",3.3,Q2,0.65,14.13%
MACHINE VISION AND APPLICATIONS,MACH VISION APPL,0932-8092,1432-1769,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","2,795",3.3,Q3,0.54,11.07%
Evolving Systems,EVOL SYST-GER,1868-6478,1868-6486,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",908,3.2,Q3,0.49,3.56%
International Journal on Semantic Web and Information Systems,INT J SEMANT WEB INF,1552-6283,1552-6291,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",564,3.2,Q3,0.42,36.14%
COMMUNICATIONS IN THEORETICAL PHYSICS,COMMUN THEOR PHYS,0253-6102,1572-9494,"PHYSICS, MULTIDISCIPLINARY - SCIE","4,130",3.1,Q2,0.73,0%
Facets,FACETS,2371-1671,2371-1671,MULTIDISCIPLINARY SCIENCES - SCIE,949,3.1,Q2,0.73,89.86%
Frontiers in Neurorobotics,FRONT NEUROROBOTICS,1662-5218,1662-5218,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","2,917",3.1,Q3,0.62,99.64%
Frontiers in Physics,FRONT PHYS-LAUSANNE,2296-424X,2296-424X,"PHYSICS, MULTIDISCIPLINARY - SCIE","7,260",3.1,Q2,0.62,99.52%
Frontiers in Big Data,FRONT BIG DATA,N/A,2624-909X,MULTIDISCIPLINARY SCIENCES - ESCI,773,3.1,N/A,0.54,99.29%
NEURAL PROCESSING LETTERS,NEURAL PROCESS LETT,1370-4621,1573-773X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","4,739",3.1,Q3,0.49,3.07%
PROCEEDINGS OF THE JAPAN ACADEMY SERIES B-PHYSICAL AND BIOLOGICAL SCIENCES,P JPN ACAD B-PHYS,0386-2208,1349-2896,MULTIDISCIPLINARY SCIENCES - SCIE,"2,434",3.1,Q2,0.42,95.35%
Beni-Suef University Journal of Basic and Applied Sciences,BENI-SUEF U J BASIC,N/A,2314-8543,MULTIDISCIPLINARY SCIENCES - ESCI,"1,400",3.1,N/A,0.37,100%
Annals of Physics,ANN PHYS-NEW YORK,0003-4916,1096-035X,"PHYSICS, MULTIDISCIPLINARY - SCIE","15,915",3,Q2,0.78,4.49%
Semantic Web,SEMANT WEB,1570-0844,2210-4968,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,601",3,Q3,0.68,38.76%
Forecasting,FORECASTING-BASEL,N/A,2571-9394,MULTIDISCIPLINARY SCIENCES - ESCI,312,3,N/A,0.67,99.26%
Journal of Real-Time Image Processing,J REAL-TIME IMAGE PR,1861-8200,1861-8219,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,912",3,Q3,0.55,7.82%
AI & Society,AI SOC,0951-5666,1435-5655,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI","2,058",3,N/A,0.45,42.56%
Journal of Intelligent Systems,J INTELL SYST,0334-1860,2191-026X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI","1,139",3,N/A,0.43,81.43%
SCIENTIFIC AMERICAN,SCI AM,0036-8733,1946-7087,MULTIDISCIPLINARY SCIENCES - SCIE,"8,713",3,Q2,0.05,0%
DEVELOPMENTAL AND COMPARATIVE IMMUNOLOGY,DEV COMP IMMUNOL,0145-305X,1879-0089,ZOOLOGY - SCIE,"11,246",2.9,Q1,1.24,7.27%
Animal Cells and Systems,ANIM CELLS SYST,1976-8354,2151-2485,ZOOLOGY - SCIE,789,2.9,Q1,0.84,93.85%
PHYSICA SCRIPTA,PHYS SCRIPTA,0031-8949,1402-4896,"PHYSICS, MULTIDISCIPLINARY - SCIE","15,797",2.9,Q2,0.78,2.57%
Advances in Human-Computer Interaction,ADV HUM-COMPUT INTER,1687-5893,1687-5907,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI",447,2.9,N/A,0.68,98%
NEURAL COMPUTATION,NEURAL COMPUT,0899-7667,1530-888X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","23,565",2.9,Q3,0.64,7.06%
International Journal of Software Science and Computational Intelligence-IJSSCI,INT J SOFTW SCI COMP,1942-9045,1942-9037,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI",231,2.9,N/A,0.62,3.19%
ARABIAN JOURNAL FOR SCIENCE AND ENGINEERING,ARAB J SCI ENG,2193-567X,2191-4281,MULTIDISCIPLINARY SCIENCES - SCIE,"15,130",2.9,Q2,0.56,2.11%
International Journal of Computational Intelligence Systems,INT J COMPUT INT SYS,1875-6891,1875-6883,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","2,722",2.9,Q3,0.54,92.20%
Scientific African,SCI AFR,2468-2276,2468-2276,MULTIDISCIPLINARY SCIENCES - ESCI,"3,033",2.9,N/A,0.53,96.75%
Applied Computational Intelligence and Soft Computing,APPL COMPUT INTELL S,1687-9724,1687-9732,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI",494,2.9,N/A,0.46,99.07%
Kunstliche Intelligenz,KUNSTL INTELL,0933-1875,1610-1987,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI",669,2.9,N/A,0.39,52.34%
Journal on Multimodal User Interfaces,J MULTIMODAL USER IN,1783-7677,1783-8738,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",674,2.9,Q3,0.35,27.06%
ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,ZOOL J LINN SOC-LOND,0024-4082,1096-3642,ZOOLOGY - SCIE,"6,196",2.8,Q1,1.8,7.78%
Frontiers in Zoology,FRONT ZOOL,1742-9994,1742-9994,ZOOLOGY - SCIE,"2,802",2.8,Q1,1.49,99.22%
Journal of Experimental Zoology Part A-Ecological and Integrative Physiology,J EXP ZOOL PART A,2471-5638,2471-5646,ZOOLOGY - SCIE,"2,180",2.8,Q1,1.07,7.28%
European Physical Journal-Special Topics,EUR PHYS J-SPEC TOP,1951-6355,1951-6401,"PHYSICS, MULTIDISCIPLINARY - SCIE","6,906",2.8,Q2,0.72,16.46%
Journal of Artificial Intelligence and Soft Computing Research,J ARTIF INTELL SOFT,2083-2567,2449-6499,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",406,2.8,Q3,0.71,100%
PRAMANA-JOURNAL OF PHYSICS,PRAMANA-J PHYS,0304-4289,0973-7111,"PHYSICS, MULTIDISCIPLINARY - SCIE","3,741",2.8,Q2,0.61,0%
GENERAL RELATIVITY AND GRAVITATION,GEN RELAT GRAVIT,0001-7701,1572-9532,"PHYSICS, MULTIDISCIPLINARY - SCIE","7,078",2.8,Q2,0.52,16.08%
APPLIED ARTIFICIAL INTELLIGENCE,APPL ARTIF INTELL,0883-9514,1087-6545,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,909",2.8,Q3,0.42,52.94%
COMPUTATIONAL INTELLIGENCE,COMPUT INTELL-US,0824-7935,1467-8640,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,753",2.8,Q3,0.39,2.34%
Zoological Letters,ZOOL LETT,2056-306X,2056-306X,ZOOLOGY - SCIE,517,2.7,Q1,1.52,100%
ANIMAL COGNITION,ANIM COGN,1435-9448,1435-9456,ZOOLOGY - SCIE,"4,254",2.7,Q1,1.19,32.43%
JOURNAL OF THERMAL BIOLOGY,J THERM BIOL,0306-4565,1879-0992,ZOOLOGY - SCIE,"6,989",2.7,Q1,1.11,6.61%
Journal of Physics-Complexity,J PHYS-COMPLEXITY,N/A,2632-072X,MULTIDISCIPLINARY SCIENCES - ESCI,339,2.7,N/A,0.88,97.50%
Symmetry-Basel,SYMMETRY-BASEL,N/A,2073-8994,MULTIDISCIPLINARY SCIENCES - SCIE,"22,138",2.7,Q2,0.86,99.57%
PeerJ,PEERJ,2167-8359,2167-8359,MULTIDISCIPLINARY SCIENCES - SCIE,"41,980",2.7,Q2,0.73,98.93%
Entropy,ENTROPY-SWITZ,N/A,1099-4300,"PHYSICS, MULTIDISCIPLINARY - SCIE","21,282",2.7,Q2,0.65,99.45%
Romanian Reports in Physics,ROM REP PHYS,1221-1451,1841-8759,"PHYSICS, MULTIDISCIPLINARY - SCIE","1,217",2.7,Q2,0.64,0%
KNOWLEDGE AND INFORMATION SYSTEMS,KNOWL INF SYST,0219-1377,0219-3116,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","5,010",2.7,Q3,0.53,12.39%
JOURNAL OF HEURISTICS,J HEURISTICS,1381-1231,1572-9397,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,514",2.7,Q3,0.5,16.30%
ACM Transactions on Autonomous and Adaptive Systems,ACM T AUTON ADAP SYS,1556-4665,1556-4703,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",439,2.7,Q3,0.43,0%
PHYSICS-USPEKHI,PHYS-USP+,1063-7869,1468-4780,"PHYSICS, MULTIDISCIPLINARY - SCIE","5,873",2.7,Q2,0.27,0%
INTEGRATIVE AND COMPARATIVE BIOLOGY,INTEGR COMP BIOL,1540-7063,1557-7023,ZOOLOGY - SCIE,"6,925",2.6,Q1,1.62,16.55%
COPEIA,COPEIA,0045-8511,1938-5110,ZOOLOGY - SCIE,"5,358",2.6,Q1,1.03,0%
Swarm Intelligence,SWARM INTELL-US,1935-3812,1935-3820,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,079",2.6,Q3,0.78,43.18%
PHYSICS LETTERS A,PHYS LETT A,0375-9601,1873-2429,"PHYSICS, MULTIDISCIPLINARY - SCIE","30,019",2.6,Q3,0.66,2.22%
Data,DATA,N/A,2306-5729,MULTIDISCIPLINARY SCIENCES - ESCI,"1,818",2.6,N/A,0.56,98.83%
IEEE Open Journal of Intelligent Transportation Systems,IEEE OPEN J INTEL TR,N/A,2687-7813,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI",186,2.6,N/A,0.48,98.31%
Genetic Programming and Evolvable Machines,GENET PROGRAM EVOL M,1389-2576,1573-7632,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",602,2.6,Q3,0.47,28.13%
Evolutionary Intelligence,EVOL INTELL,1864-5909,1864-5917,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI","1,589",2.6,N/A,0.44,1.79%
SN Applied Sciences,SN APPL SCI,2523-3963,2523-3971,MULTIDISCIPLINARY SCIENCES - ESCI,"12,331",2.6,N/A,0.43,38.79%
ARTIFICIAL LIFE,ARTIF LIFE,1064-5462,1530-9185,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",925,2.6,Q3,0.42,16.92%
Natural Language Engineering,NAT LANG ENG,1351-3249,1469-8110,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,256",2.5,Q3,1.48,35.25%
INTERNATIONAL JOURNAL OF PRIMATOLOGY,INT J PRIMATOL,0164-0291,1573-8604,ZOOLOGY - SCIE,"4,200",2.5,Q1,1.3,31.41%
ANIMAL BEHAVIOUR,ANIM BEHAV,0003-3472,1095-8282,ZOOLOGY - SCIE,"25,722",2.5,Q1,1.18,16.06%
ZOOLOGICA SCRIPTA,ZOOL SCR,0300-3256,1463-6409,ZOOLOGY - SCIE,"2,415",2.5,Q1,1.13,13.50%
JOURNAL OF COMPARATIVE NEUROLOGY,J COMP NEUROL,0021-9967,1096-9861,ZOOLOGY - SCIE,"26,792",2.5,Q1,1.07,18.33%
HERPETOLOGICAL MONOGRAPHS,HERPETOL MONOGR,0733-1347,1938-5137,ZOOLOGY - SCIE,351,2.5,Q1,1.02,0%
Journal of Web Semantics,J WEB SEMANT,1570-8268,1873-7749,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,198",2.5,Q3,0.71,19.72%
Quantum Information Processing,QUANTUM INF PROCESS,1570-0755,1573-1332,"PHYSICS, MULTIDISCIPLINARY - SCIE","7,459",2.5,Q3,0.67,5.49%
DATA & KNOWLEDGE ENGINEERING,DATA KNOWL ENG,0169-023X,1872-6933,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,666",2.5,Q3,0.44,10.29%
Multimodal Technologies and Interaction,MULTIMODAL TECHNOLOG,N/A,2414-4088,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI","1,078",2.5,N/A,0.41,100%
HERPETOLOGICA,HERPETOLOGICA,0018-0831,1938-5099,ZOOLOGY - SCIE,"2,586",2.4,Q1,1.24,0%
AMERICAN JOURNAL OF PRIMATOLOGY,AM J PRIMATOL,0275-2565,1098-2345,ZOOLOGY - SCIE,"6,057",2.4,Q1,1.19,12.73%
EXPERIMENTAL ANIMALS,EXP ANIM TOKYO,1341-1357,1881-7122,ZOOLOGY - SCIE,"1,613",2.4,Q1,1,100%
LABORATORY ANIMALS,LAB ANIM-UK,0023-6772,1758-1117,ZOOLOGY - SCIE,"2,570",2.4,Q1,0.96,16.05%
BEHAVIORAL ECOLOGY,BEHAV ECOL,1045-2249,1465-7279,ZOOLOGY - SCIE,"10,247",2.4,Q1,0.91,17.38%
JOURNAL OF CHEMOMETRICS,J CHEMOMETR,0886-9383,1099-128X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","4,269",2.4,Q3,0.64,20.81%
WAVE MOTION,WAVE MOTION,0165-2125,1878-433X,"PHYSICS, MULTIDISCIPLINARY - SCIE","2,908",2.4,Q3,0.62,4.85%
ANNALEN DER PHYSIK,ANN PHYS-BERLIN,0003-3804,1521-3889,"PHYSICS, MULTIDISCIPLINARY - SCIE","8,244",2.4,Q3,0.58,9.79%
International Journal of Data Science and Analytics,INT J DATA SCI ANAL,2364-415X,2364-4168,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI",787,2.4,N/A,0.51,29.53%
SOUTH AFRICAN JOURNAL OF SCIENCE,S AFR J SCI,0038-2353,1996-7489,MULTIDISCIPLINARY SCIENCES - SCIE,"3,254",2.4,Q3,0.4,98.75%
BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,BEHAV ECOL SOCIOBIOL,0340-5443,1432-0762,ZOOLOGY - SCIE,"12,497",2.3,Q1,0.95,33.98%
MARINE MAMMAL SCIENCE,MAR MAMMAL SCI,0824-0469,1748-7692,ZOOLOGY - SCIE,"4,780",2.3,Q1,0.92,15.45%
JOURNAL OF WILDLIFE MANAGEMENT,J WILDLIFE MANAGE,0022-541X,1937-2817,ZOOLOGY - SCIE,"11,668",2.3,Q1,0.91,19.86%
COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY,COMP BIOCHEM PHYS A,1095-6433,1531-4332,ZOOLOGY - SCIE,"11,031",2.3,Q1,0.87,11.28%
COMPLEXITY,COMPLEXITY,1076-2787,1099-0526,MULTIDISCIPLINARY SCIENCES - SCIE,"12,110",2.3,Q3,0.72,99.39%
IEEE Transactions on Games,IEEE T GAMES,2475-1502,2475-1510,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",464,2.3,Q3,0.53,7.80%
International Journal on Document Analysis and Recognition,INT J DOC ANAL RECOG,1433-2833,1433-2825,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",861,2.3,Q3,0.47,14.47%
Algorithms,ALGORITHMS,N/A,1999-4893,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI","3,625",2.3,N/A,0.44,99.23%
IET Image Processing,IET IMAGE PROCESS,1751-9659,1751-9667,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","4,754",2.3,Q3,0.4,46.27%
Smart Science,SMART SCI,N/A,2308-0477,MULTIDISCIPLINARY SCIENCES - ESCI,303,2.3,N/A,0.38,1.22%
JOURNAL OF THE INDIAN INSTITUTE OF SCIENCE,J INDIAN I SCI,0970-4140,0019-4964,MULTIDISCIPLINARY SCIENCES - SCIE,824,2.3,Q3,0.19,6.78%
Inteligencia Artificial-Iberoamerical Journal of Artificial Intelligence,INTELIGENCIA ARTIFIC,1137-3601,1988-3064,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI",285,2.3,N/A,0.14,80.70%
CONTRIBUTIONS TO ZOOLOGY,CONTRIB ZOOL,1383-4517,1875-9866,ZOOLOGY - SCIE,536,2.2,Q1,1.43,95.56%
Current Zoology,CURR ZOOL,1674-5507,2396-9814,ZOOLOGY - SCIE,"2,301",2.2,Q1,1.27,90.97%
INVERTEBRATE SYSTEMATICS,INVERTEBR SYST,1445-5226,1447-2600,ZOOLOGY - SCIE,"1,215",2.2,Q1,0.87,9.32%
COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY B-BIOCHEMISTRY & MOLECULAR BIOLOGY,COMP BIOCHEM PHYS B,1096-4959,1879-1107,ZOOLOGY - SCIE,"6,889",2.2,Q1,0.82,4%
INTERNATIONAL JOURNAL OF BIFURCATION AND CHAOS,INT J BIFURCAT CHAOS,0218-1274,1793-6551,MULTIDISCIPLINARY SCIENCES - SCIE,"8,759",2.2,Q3,0.74,3.34%
JOURNAL OF THE ROYAL SOCIETY OF NEW ZEALAND,J ROY SOC NEW ZEAL,0303-6758,1175-8899,MULTIDISCIPLINARY SCIENCES - SCIE,"1,118",2.2,Q3,0.68,23.12%
JOURNAL OF EXPERIMENTAL ZOOLOGY PART B-MOLECULAR AND DEVELOPMENTAL EVOLUTION,J EXP ZOOL PART B,1552-5007,1552-5015,ZOOLOGY - SCIE,"1,736",2.2,Q1,0.65,16.15%
Applied Network Science,APPL NETW SCI,N/A,2364-8228,MULTIDISCIPLINARY SCIENCES - ESCI,"1,018",2.2,N/A,0.47,100%
JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL INTELLIGENCE,J EXP THEOR ARTIF IN,0952-813X,1362-3079,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,367",2.2,Q3,0.39,2.56%
Vertebrate Zoology,VERTEBR ZOOL,1864-5755,N/A,ZOOLOGY - SCIE,431,2.1,Q1,1.3,65.41%
SCIENCE PROGRESS,SCI PROGRESS-UK,0036-8504,2047-7163,MULTIDISCIPLINARY SCIENCES - SCIE,"2,194",2.1,Q3,0.73,87.44%
JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY,J COMP PHYSIOL A,0340-7594,1432-1351,ZOOLOGY - SCIE,"5,120",2.1,Q1,0.7,34.80%
Journal of Physics A-Mathematical and Theoretical,J PHYS A-MATH THEOR,1751-8113,1751-8121,"PHYSICS, MULTIDISCIPLINARY - SCIE","27,374",2.1,Q3,0.69,21.29%
SIAM Journal on Imaging Sciences,SIAM J IMAGING SCI,1936-4954,1936-4954,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","4,279",2.1,Q4,0.64,3.08%
AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,AI EDAM,0890-0604,1469-1760,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",978,2.1,Q4,0.37,26.04%
Natural Computing,NAT COMPUT,1567-7818,1572-9796,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,175",2.1,Q4,0.35,24.29%
CCF Transactions on Pervasive Computing and Interaction,CCF T PERVAS COMPUT,2524-521X,2524-5228,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI",163,2.1,N/A,0.28,14.29%
Turkish Journal of Physics,TURK J PHYS,1300-0101,1303-6122,"PHYSICS, MULTIDISCIPLINARY - ESCI",497,2.1,N/A,0.24,0%
KNOWLEDGE ENGINEERING REVIEW,KNOWL ENG REV,0269-8889,1469-8005,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,112",2.1,Q4,0.15,10.91%
ZOOLOGY,ZOOLOGY,0944-2006,1873-2720,ZOOLOGY - SCIE,"2,004",2,Q1,1.08,8.51%
JOURNAL OF ZOOLOGY,J ZOOL,0952-8369,1469-7998,ZOOLOGY - SCIE,"9,146",2,Q1,1.04,16.73%
Zoosystematics and Evolution,ZOOSYST EVOL,1860-0743,1860-0743,ZOOLOGY - SCIE,370,2,Q1,1.04,99.04%
CONTEMPORARY PHYSICS,CONTEMP PHYS,0010-7514,1366-5812,"PHYSICS, MULTIDISCIPLINARY - SCIE","2,184",2,Q3,0.95,0%
Journal of Comparative Physiology B-Biochemical Systems and Environmental Physiology,J COMP PHYSIOL B,0174-1578,1432-136X,ZOOLOGY - SCIE,"4,246",2,Q1,0.95,19.72%
Zebrafish,ZEBRAFISH,1545-8547,1557-8542,ZOOLOGY - SCIE,"1,985",2,Q1,0.81,6.96%
EUROPEAN JOURNAL OF WILDLIFE RESEARCH,EUR J WILDLIFE RES,1612-4642,1439-0574,ZOOLOGY - SCIE,"2,951",2,Q1,0.77,30.77%
JOURNAL OF MATHEMATICAL IMAGING AND VISION,J MATH IMAGING VIS,0924-9907,1573-7683,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","2,332",2,Q4,0.55,27.65%
INDIAN JOURNAL OF PHYSICS,INDIAN J PHYS,0973-1458,0974-9845,"PHYSICS, MULTIDISCIPLINARY - SCIE","3,431",2,Q3,0.48,1.08%
RENDICONTI LINCEI-SCIENZE FISICHE E NATURALI,REND LINCEI-SCI FIS,2037-4631,1720-0776,MULTIDISCIPLINARY SCIENCES - SCIE,"1,465",2,Q3,0.41,23.60%
HIGH PRESSURE RESEARCH,HIGH PRESSURE RES,0895-7959,1477-2299,"PHYSICS, MULTIDISCIPLINARY - SCIE","1,828",2,Q3,0.38,5.77%
IET Biometrics,IET BIOMETRICS,2047-4938,2047-4946,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",922,2,Q4,0.38,57.48%
INTELLIGENT AUTOMATION AND SOFT COMPUTING,INTELL AUTOM SOFT CO,1079-8587,2326-005X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,857",2,Q4,0.38,95.42%
ACM Transactions on Asian and Low-Resource Language Information Processing,ACM T ASIAN LOW-RESO,2375-4699,2375-4702,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",701,2,Q4,0.34,0.62%
JOURNAL OF INTELLIGENT & FUZZY SYSTEMS,J INTELL FUZZY SYST,1064-1246,1875-8967,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","13,991",2,Q4,0.32,0.36%
JOURNAL OF MAMMALIAN EVOLUTION,J MAMM EVOL,1064-7554,1573-7055,ZOOLOGY - SCIE,"1,116",1.9,Q2,0.9,13.30%
JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH,J ZOOL SYST EVOL RES,0947-5745,1439-0469,ZOOLOGY - SCIE,"1,536",1.9,Q2,0.82,67.53%
